"TIME","GEO","UNIT","ISCED11","SEX","DEG_URB","AGE","Value","Flag and Footnotes"
"2014","Norway","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","75.4","b"
"2014","Norway","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","39.3","b"
"2014","Norway","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","36.1","b"
"2014","Switzerland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","18.7","b"
"2014","Switzerland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","81.3","b"
"2014","Switzerland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","48.3","b"
"2014","Switzerland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","32.9","b"
"2014","United Kingdom","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","20.9","b"
"2014","United Kingdom","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","79.1","b"
"2014","United Kingdom","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","42.5","b"
"2014","United Kingdom","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","36.6","b"
"2014","Montenegro","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","20.3","b"
"2014","Montenegro","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","79.7","b"
"2014","Montenegro","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","59.5","b"
"2014","Montenegro","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","20.2","b"
"2014","North Macedonia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","35.9","b"
"2014","North Macedonia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","64.1","b"
"2014","North Macedonia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","48.9","b"
"2014","North Macedonia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","15.2","b"
"2014","Serbia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","24.6","b"
"2014","Serbia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","75.4","b"
"2014","Serbia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","57.7","b"
"2014","Serbia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","17.7","b"
"2014","Turkey","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","67.4","b"
"2014","Turkey","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","32.6","b"
"2014","Turkey","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","19.0","b"
"2014","Turkey","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","13.6","b"
"2015","Belgium","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","28.7",""
"2015","Belgium","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","71.3",""
"2015","Belgium","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","38.7",""
"2015","Belgium","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","32.7",""
"2015","Bulgaria","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","22.2",""
"2015","Bulgaria","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","77.8",""
"2015","Bulgaria","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","53.7",""
"2015","Bulgaria","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","24.1",""
"2015","Czechia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","12.4",""
"2015","Czechia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","87.6",""
"2015","Czechia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","67.8",""
"2015","Czechia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","19.8",""
"2015","Denmark","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","27.9",""
"2015","Denmark","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","72.1",""
"2015","Denmark","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","41.9",""
"2015","Denmark","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","30.2",""
"2015","Germany (until 1990 former territory of the FRG)","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","19.8",""
"2015","Germany (until 1990 former territory of the FRG)","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","80.2",""
"2015","Germany (until 1990 former territory of the FRG)","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","56.4",""
"2015","Germany (until 1990 former territory of the FRG)","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","23.8",""
"2015","Estonia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","17.3",""
"2015","Estonia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","82.7",""
"2015","Estonia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","49.5",""
"2015","Estonia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","33.3",""
"2015","Ireland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","23.5",""
"2015","Ireland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","76.5",""
"2015","Ireland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","37.5",""
"2015","Ireland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","39.0",""
"2015","Greece","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","31.5",""
"2015","Greece","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","68.5",""
"2015","Greece","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","43.0",""
"2015","Greece","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","25.4",""
"2015","Spain","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","43.5",""
"2015","Spain","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","56.5",""
"2015","Spain","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","24.4",""
"2015","Spain","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","32.1",""
"2015","France","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","25.9",""
"2015","France","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","74.1",""
"2015","France","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","43.6",""
"2015","France","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","30.5",""
"2015","Croatia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","20.4",""
"2015","Croatia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","79.6",""
"2015","Croatia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","59.9",""
"2015","Croatia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","19.7",""
"2015","Italy","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","41.9",""
"2015","Italy","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","58.1",""
"2015","Italy","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","42.7",""
"2015","Italy","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","15.5",""
"2015","Cyprus","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","25.5",""
"2015","Cyprus","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","74.5",""
"2015","Cyprus","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","38.1",""
"2015","Cyprus","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","36.4",""
"2015","Latvia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","15.6",""
"2015","Latvia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","84.4",""
"2015","Latvia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","56.3",""
"2015","Latvia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","28.1",""
"2015","Lithuania","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","13.8",""
